"Education","Gross Household Income","Skill","Age","Marrital Status","Country","Gender","WeightedAIS","Vote"
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.176893340850679,0
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","England","Female",-0.133668579587946,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.407450830767557,1
"17-19","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",0,0
"17-19","Level 3 40~59k","Level 7","Age36-45","Married","England","Male",-0.8344685,0
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","Scotland","Male",0.0187226023449057,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.139201597274,1
"16 or under","Level 2 20~39k","Level 3","Age46-65","Single","England","Male",-0.121925659065145,0
"16 or under","Level 2 20~39k","Level 3","Age46-65","Married","England","Male",0.500986309651445,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",0.18162473091939,1
"17-19","Level 3 40~59k","Level 5","AgeOver85","Single","Scotland","Male",-0.0811996389538486,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Male",-0.311916694744985,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.499365811256118,0
"17-19","Level 3 40~59k","Level 6","AgeOver85","Married","England","Female",0.186511876412245,0
"17-19","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",-0.049965347865647,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.221280748888846,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","Wales","Male",0.437315466655233,1
"20 or above","Level 4 60~99k","Level 7","Age46-65","Single","England","Male",0.779459022319655,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Married","Scotland","Male",-0.109626026046021,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.200032095913771,0
"16 or under","Level 1 0~19k","Level 4","Age66-85","Single","England","Female",0.304007705121592,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Male",0.0612600443831844,1
"16 or under","Level 1 0~19k","Level 4","Age46-65","Married","England","Male",0.355208207311618,1
"20 or above","Level 5 100k or above","Level 1","Age36-45","Married","England","Male",1.08949791273509,0
"16 or under","Level 4 60~99k","Level 8","Age66-85","Married","England","Male",0.385517328039076,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","Scotland","Male",0.169792119513791,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",0.0540128202028896,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",-0.569147129703226,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",0.950637651158505,1
"20 or above","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",0.0476142113395493,0
"20 or above","Level 4 60~99k","Level 8","Age66-85","Married","England","Female",-0.668477309611905,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","Scotland","Male",0.305126057325429,1
"16 or under","Level 5 100k or above","Level 3","Age46-65","Single","England","Male",3.01508427319307,0
"16 or under","Level 3 40~59k","Level 1","Age46-65","Married","England","Male",0.928899138609976,1
"17-19","Level 1 0~19k","Level 5","Age66-85","Married","Scotland","Male",0.17656715745045,1
"16 or under","Level 2 20~39k","Level 2","Age66-85","Married","England","Female",1.10531361601328,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","Scotland","Male",-0.0972363623872171,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.929360116207445,1
"20 or above","Level 1 0~19k","Level 1","Age36-45","Single","Wales","Female",-0.673593435763372,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",1.71904982138888,1
"16 or under","Level 1 0~19k","Level 6","Age36-45","Single","England","Male",-0.13586737764191,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 5","AgeOver85","Married","England","Female",-0.34785000027828,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","Scotland","Male",0.198543546676174,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Male",0.0972363623872171,1
"20 or above","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",-0.355387057458467,0
"17-19","Level 3 40~59k","Level 6","Age36-45","Married","England","Female",-0.127289088752663,0
"16 or under","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",-0.161437867387517,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.252172853747445,0
"16 or under","Level 1 0~19k","Level 3","Age36-45","Single","England","Female",0.396895571265028,1
"17-19","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.685411478134494,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Married","Scotland","Female",0.344657237447344,0
"20 or above","Level 3 40~59k","Level 8","AgeOver85","Married","England","Male",-0.959679720706358,0
"20 or above","Level 1 0~19k","Level 7","Age66-85","Married","England","Male",0.954605305668395,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.263291286039181,1
"16 or under","Level 2 20~39k","Level 3","Age66-85","Single","England","Male",0.308372882766847,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.846990343642462,1
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",-0.559535628117665,0
"17-19","Level 3 40~59k","Level 2","AgeOver85","Married","England","Female",0,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.436746949122668,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Single","England","Female",0.264469465367146,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","England","Female",0,0
"16 or under","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",0.821414391592335,1
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","Scotland","Female",-0.0715857705197262,0
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",1.28252542032898,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0,0
"17-19","Level 2 20~39k","Level 6","Age66-85","Single","Wales","Female",-0.185802633967794,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Single","England","Male",-3.00279314843593,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",1.48134422621958,1
"17-19","Level 1 0~19k","Level 1","Age36-45","Single","England","Male",0.773136670706202,0
"17-19","Level 2 20~39k","Level 2","Age36-45","Married","England","Female",-0.60927425067399,0
"20 or above","Level 2 20~39k","Level 7","Age19-35","Single","England","Female",-0.239851944059317,0
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",-0.8144609878016,0
"16 or under","Level 4 60~99k","Level 5","Age46-65","Married","Scotland","Male",0.0704253448590856,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.341697061991427,1
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",-0.124056795181214,0
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Single","England","Male",-0.258053043249805,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","Scotland","Male",0,1
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Married","England","Female",-0.537466754883926,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.392762975503355,1
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","England","Male",-0.415153789209431,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.926528320731068,1
"20 or above","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",-0.0744910563031304,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Single","England","Male",0.556263955629154,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",-0.313947587685099,0
"17-19","Level 3 40~59k","Level 5","AgeOver85","Married","England","Male",-0.762040285479817,0
"20 or above","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",-0.0931675269890708,0
"16 or under","Level 2 20~39k","Level 6","Age36-45","Married","England","Female",0.686776195019325,1
"17-19","Level 2 20~39k","Level 6","Age36-45","Single","Wales","Male",-0.5835453215583,0
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Married","Wales","Male",-0.232530719381638,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","Wales","Female",0.223040170559733,1
"16 or under","Level 1 0~19k","Level 3","Age36-45","Married","Scotland","Male",0.151495318751299,1
"17-19","Level 2 20~39k","Level 2","Age36-45","Married","England","Female",1.15747731561815,1
"16 or under","Level 2 20~39k","Level 4","Age36-45","Single","England","Male",0.69289108345317,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Female",-0.0730383810024425,1
"20 or above","Level 4 60~99k","Level 7","Age66-85","Married","England","Male",0.495665135908622,1
"16 or under","Level 5 100k or above","Level 8","Age66-85","Married","England","Male",0.210582013630536,1
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","England","Male",0.0996174836496496,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.175527523499538,1
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Married","Scotland","Male",-0.392562780636631,0
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","England","Male",-0.312282099687718,0
"17-19","Level 1 0~19k","Level 7","Age46-65","Married","England","Female",0.0334459434155743,1
"16 or under","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.183780139755775,1
"16 or under","Level 1 0~19k","Level 5","Age36-45","Married","England","Female",0.292847486646624,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.597993168909562,1
"16 or under","Level 2 20~39k","Level 1","Age66-85","Single","England","Female",0.364002933378834,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",-0.0831929469901648,0
"20 or above","Level 3 40~59k","Level 5","Age46-65","Single","Scotland","Female",-0.092957939501115,1
"17-19","Level 2 20~39k","Level 6","Age36-45","Single","England","Female",0.111934008599363,0
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","Wales","Male",-0.011105574134861,0
"20 or above","Level 4 60~99k","Level 4","Age46-65","Married","England","Male",-0.247766136273472,0
"17-19","Level 1 0~19k","Level 5","Age66-85","Single","Scotland","Female",0.228930869165845,0
"17-19","Level 1 0~19k","Level 5","Age66-85","Married","Wales","Female",0.173384655968992,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Married","England","Female",0.417138295837981,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.188513273519401,0
"20 or above","Level 2 20~39k","Level 1","AgeOver85","Single","England","Male",0.287499714071222,0
"16 or under","Level 1 0~19k","Level 7","Age66-85","Married","England","Male",0.399212693051033,1
"20 or above","Level 2 20~39k","Level 4","Age66-85","Married","England","Female",-0.108077804243357,0
"17-19","Level 4 60~99k","Level 2","Age46-65","Married","England","Female",0.14456830775361,1
"17-19","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Male",-0.212507547725153,0
"20 or above","Level 2 20~39k","Level 5","Age19-35","Single","Scotland","Male",-0.134618137893452,0
"16 or under","Level 1 0~19k","Level 5","AgeOver85","Single","Scotland","Female",0.0866684714759119,1
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","England","Male",4.27418341536021,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","Wales","Male",-0.0914918666928072,0
"17-19","Level 3 40~59k","Level 1","Age46-65","Single","England","Male",1.19263106075262,1
"20 or above","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",1.3532374976461,0
"20 or above","Level 5 100k or above","Level 8","Age36-45","Married","England","Male",-0.420995544003218,0
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","Scotland","Female",-0.0841655675715774,0
"16 or under","Level 3 40~59k","Level 2","Age46-65","Married","England","Male",0.377591799411555,1
"17-19","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",-0.274385799915574,0
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",-0.325321653780554,1
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Male",-0.18801986552717,0
"20 or above","Level 4 60~99k","Level 8","Age66-85","Married","Scotland","Male",-0.0575590035172235,0
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","England","Female",-0.184174805675759,0
"20 or above","Level 2 20~39k","Level 4","Age66-85","Married","England","Female",-0.278128399837446,0
"20 or above","Level 1 0~19k","Level 5","Age66-85","Married","Wales","Male",0.209362393898166,0
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",0.317838317490237,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.25288353244801,0
"17-19","Level 5 100k or above","Level 5","Age46-65","Married","Scotland","Male",0.0786826444669252,1
"17-19","Level 3 40~59k","Level 7","Age46-65","Married","Wales","Female",0.122425927172796,0
"20 or above","Level 1 0~19k","Level 3","Age66-85","Single","Wales","Female",0.0807358738182873,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Female",1.04435490462183,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Single","England","Male",1.35406492437564,1
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","Scotland","Male",-0.853345465983984,0
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Female",-0.497549673697369,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.131578667290525,1
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","Wales","Female",-0.183747911077702,0
"20 or above","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",0.0356879939219586,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.268335174758176,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Married","Scotland","Male",-0.510184686042139,0
"16 or under","Level 2 20~39k","Level 6","Age36-45","Married","England","Male",2.30929298386661,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","Scotland","Male",-0.086126853502148,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.317838317490237,0
"20 or above","Level 1 0~19k","Level 4","Age46-65","Single","England","Male",-0.363857317120086,0
"20 or above","Level 2 20~39k","Level 4","Age36-45","Married","England","Female",0.174391117582253,1
"20 or above","Level 4 60~99k","Level 4","AgeOver85","Married","England","Female",0.0585382383684737,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.18742493354184,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","Scotland","Male",0.122555540223755,1
"16 or under","Level 5 100k or above","Level 8","Age46-65","Married","England","Male",0.413927808389807,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Single","England","Female",0.352912572296923,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",0.0825585800043142,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Married","Wales","Female",0.09176002,1
"17-19","Level 3 40~59k","Level 7","Age66-85","Married","Wales","Male",-0.155420699156423,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",0.183100723371163,0
"16 or under","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",0.239248788843152,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.60444526265964,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 7","AgeOver85","Single","England","Female",-2.57662234870738,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Female",1.53927613878951,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Male",-0.887427333586884,0
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",-0.0962922104182358,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.288876631688022,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","Scotland","Male",-0.905733806244707,0
"17-19","Level 3 40~59k","Level 7","Age36-45","Married","England","Male",1.48441119429956,0
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","Wales","Female",0.00896846666843512,1
"16 or under","Level 2 20~39k","Level 3","Age46-65","Single","England","Female",1.35334033083041,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Male",-0.222202939162968,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",-0.149459618685595,0
"16 or under","Level 1 0~19k","Level 2","Age36-45","Single","England","Female",0.633603838137945,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Single","England","Male",-0.115833361077729,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Male",-0.0109515043830096,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",0,1
"20 or above","Level 1 0~19k","Level 7","Age46-65","Married","Scotland","Male",-0.478411662786208,0
"17-19","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",-0.560081876692084,0
"20 or above","Level 3 40~59k","Level 7","Age46-65","Single","England","Female",-0.159786277823431,0
"20 or above","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",-0.526667198096774,0
"17-19","Level 3 40~59k","Level 6","Age36-45","Single","England","Male",3.69118897590093,1
"17-19","Level 3 40~59k","Level 5","Age66-85","Married","England","Female",0.0441368769640287,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Male",0.990999795893128,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",-0.12641399611555,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.153942670343455,1
"17-19","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",0.0266175213612781,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",-0.420126481656016,0
"16 or under","Level 3 40~59k","Level 2","Age46-65","Married","England","Female",0.755599481529763,1
"17-19","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.22083496921761,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.7737995,1
"17-19","Level 2 20~39k","Level 2","Age36-45","Single","England","Male",4.65356509752908,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.106702610454264,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",-0.128851812963269,0
"17-19","Level 4 60~99k","Level 8","Age36-45","Married","Scotland","Male",-0.0975937116225134,0
"16 or under","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",-0.164804794141517,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","Wales","Female",0.114033883239098,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.591781063144998,1
"16 or under","Level 1 0~19k","Level 1","Age36-45","Single","England","Male",0.459769663442077,1
"16 or under","Level 3 40~59k","Level 5","Age46-65","Single","England","Female",0.210186994163704,1
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",-0.842363313185255,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.551135285854024,0
"16 or under","Level 2 20~39k","Level 3","Age46-65","Single","England","Male",0.282348552402759,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",0.155379522081285,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",-0.18410512609413,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",0,0
"16 or under","Level 1 0~19k","Level 2","Age66-85","Single","Wales","Female",-0.673536536655923,0
"20 or above","Level 2 20~39k","Level 6","Age36-45","Married","England","Female",-0.787111605320564,0
"20 or above","Level 1 0~19k","Level 2","Age36-45","Single","England","Male",1.00498499268714,0
"17-19","Level 2 20~39k","Level 5","AgeOver85","Single","England","Female",0.507961951201224,0
"20 or above","Level 2 20~39k","Level 7","Age36-45","Single","Scotland","Male",1.08766819720908,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.205215434487903,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Male",0.397431355367955,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Single","Wales","Male",0.408208679237772,1
"17-19","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",-0.234091936389591,1
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","Wales","Female",0.0703384147942095,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Single","England","Male",-0.388419644582263,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Male",-0.0407646332925687,0
"20 or above","Level 4 60~99k","Level 6","Age66-85","Married","Scotland","Female",-0.203448568246199,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.192025710135921,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.356974294177437,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.10674228754668,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",0.141723239858184,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Married","Wales","Male",0.0336773622069834,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.179120116236628,1
"17-19","Level 3 40~59k","Level 7","Age46-65","Married","Wales","Male",0,0
"20 or above","Level 3 40~59k","Level 6","Age19-35","Married","Wales","Male",-0.135329450665476,0
"20 or above","Level 4 60~99k","Level 7","Age66-85","Married","England","Male",-0.216445553406991,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","England","Female",1.30128661658616,1
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Male",-1.08287367862356,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",1.05803953768935,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",-0.0422132003015524,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Single","England","Male",-0.26097111085014,0
"16 or under","Level 1 0~19k","Level 4","Age66-85","Married","England","Female",0.389782283942069,1
"20 or above","Level 4 60~99k","Level 2","Age46-65","Married","England","Female",0.0585382383684737,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",-0.0247795838694391,1
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","Wales","Male",0.0747427239880853,1
"16 or under","Level 1 0~19k","Level 7","Age66-85","Married","Wales","Male",0.115193385067031,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",-0.126441766224005,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.635676634980475,1
"20 or above","Level 3 40~59k","Level 5","Age36-45","Married","England","Female",-0.193250489777909,0
"16 or under","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",1.2426564330618,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.57946306693353,1
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Female",-0.244705586200509,0
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Married","England","Female",-0.0481520242671313,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",0.329845218237129,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Single","England","Male",-0.164218990792944,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",0.635676634980475,1
"20 or above","Level 2 20~39k","Level 6","Age36-45","Married","England","Female",0.161781497336641,1
"17-19","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",0.263429669481535,1
"17-19","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",0.0722191580303343,1
"17-19","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Male",-0.280012769200439,0
"17-19","Level 1 0~19k","Level 3","Age36-45","Married","England","Male",0.620671293898836,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0.283648723913812,1
"20 or above","Level 1 0~19k","Level 6","Age46-65","Married","England","Male",-0.495630711664516,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Single","Scotland","Female",0.20238225202177,1
"16 or under","Level 2 20~39k","Level 2","Age66-85","Married","Scotland","Female",0.32710435264853,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",-0.37090121450113,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.0142708056147149,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Single","England","Female",1.36779555818633,0
"16 or under","Level 4 60~99k","Level 5","Age46-65","Single","England","Female",0.69461756702466,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",-0.130837667713368,0
"17-19","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",-0.066205315644659,1
"20 or above","Level 2 20~39k","Level 5","Age36-45","Single","England","Female",-0.952120224764027,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Married","Scotland","Female",0.471691319967789,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Married","England","Female",-0.0631962256364816,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Male",0.263630061673584,0
"20 or above","Level 5 100k or above","Level 7","AgeOver85","Married","England","Male",-0.263333599048387,0
"20 or above","Level 2 20~39k","Level 8","Age46-65","Married","Scotland","Male",-0.061703663516601,0
"20 or above","Level 5 100k or above","Level 4","Age46-65","Married","England","Male",-0.168116905366842,0
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","Wales","Male",0.0522790446548213,1
"16 or under","Level 3 40~59k","Level 6","Age36-45","Married","England","Male",-0.214592503386654,0
"17-19","Level 1 0~19k","Level 4","Age66-85","Single","Wales","Male",0.308855153003343,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","England","Male",0.41468508076022,1
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","England","Female",-0.440470054808541,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.687713803464137,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.267534447183366,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",-0.308958139145433,0
"17-19","Level 1 0~19k","Level 5","AgeOver85","Single","England","Female",0.634288200181225,1
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","Scotland","Female",-0.204837824665392,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","Wales","Female",-0.104711903689355,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",-0.107925581561084,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",-0.107791474317847,1
"16 or under","Level 2 20~39k","Level 2","Age36-45","Single","England","Female",0.135918902895748,1
"16 or under","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0.346987761858887,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Female",0.338121642225137,1
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",-0.101187288080007,0
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.417049611328009,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0,1
"16 or under","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",-0.303954568181897,0
"16 or under","Level 1 0~19k","Level 7","Age66-85","Married","England","Male",0.6145843731641,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","Scotland","Male",-0.125872499302828,0
"16 or under","Level 2 20~39k","Level 2","Age46-65","Single","Scotland","Female",0.33545697544729,1
"20 or above","Level 2 20~39k","Level 8","AgeOver85","Single","England","Female",-0.52684414110151,0
"20 or above","Level 4 60~99k","Level 5","Age19-35","Married","England","Female",-0.431264780202571,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.252563243398489,1
"20 or above","Level 2 20~39k","Level 5","Age46-65","Married","Scotland","Female",0.0640080602238162,0
