"Education","Gross Household Income","Skill","Age","Marrital Status","Country","Gender","WeightedAIS","Vote"
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Female",-0.3153950823765,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Female",2.86794958589183,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.490444884991833,1
"20 or above","Level 1 0~19k","Level 7","Age66-85","Married","Wales","Male",0.0969416017989899,1
"17-19","Level 1 0~19k","Level 6","AgeOver85","Single","England","Female",0.833133017347166,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",1.61740137570083,0
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","England","Female",0,0
"16 or under","Level 1 0~19k","Level 1","AgeOver85","Single","England","Male",1.4512500182355,1
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",0.202060200442333,0
"20 or above","Level 2 20~39k","Level 6","Age36-45","Married","England","Female",0,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.257284641393106,0
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",0.107365567149396,0
"17-19","Level 3 40~59k","Level 7","Age46-65","Married","England","Male",0.7337009605695,1
"20 or above","Level 1 0~19k","Level 6","AgeOver85","Single","England","Male",0,0
"17-19","Level 1 0~19k","Level 7","Age46-65","Single","England","Male",-0.17525477197375,0
"20 or above","Level 1 0~19k","Level 3","Age66-85","Married","England","Male",0,0
"17-19","Level 4 60~99k","Level 8","Age46-65","Married","Scotland","Male",0.0622179987282015,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",0.614390825526333,1
"20 or above","Level 2 20~39k","Level 8","Age46-65","Married","Scotland","Male",0.155313939831021,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","Wales","Male",0.282356494229798,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","Wales","Female",0.046158285,0
"17-19","Level 1 0~19k","Level 7","Age46-65","Married","England","Male",0.17525477197375,0
"20 or above","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.527855533405085,1
"20 or above","Level 2 20~39k","Level 5","AgeOver85","Single","England","Male",0.840098379908667,0
"16 or under","Level 3 40~59k","Level 4","Age46-65","Single","England","Male",0.692557387739,1
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","Wales","Female",0.369145244614394,1
"16 or under","Level 1 0~19k","Level 7","Age46-65","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 5","Age36-45","Single","England","Male",0.3394827,1
"16 or under","Level 5 100k or above","Level 4","Age46-65","Married","England","Female",0.308456239361666,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",0,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",0.920564612678667,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Single","England","Male",1.23653527810283,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.8729247695945,1
"17-19","Level 3 40~59k","Level 6","Age46-65","Single","England","Female",0.541838623139335,0
"20 or above","Level 2 20~39k","Level 5","Age36-45","Single","England","Female",-0.2126953,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Single","Wales","Female",0,0
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Male",0.110121040658208,1
"20 or above","Level 3 40~59k","Level 6","Age19-35","Married","Wales","Male",0.401912117387373,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0,0
"17-19","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",0.5767064662345,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Single","England","Male",0.692557387739,1
"20 or above","Level 1 0~19k","Level 1","Age46-65","Single","England","Female",0.374804984432083,0
"20 or above","Level 5 100k or above","Level 6","Age36-45","Married","England","Male",-0.51186415252412,0
"17-19","Level 2 20~39k","Level 5","Age36-45","Married","Wales","Female",0.49600282340202,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Single","Scotland","Female",0.250255913282461,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","Scotland","Female",0,1
"17-19","Level 2 20~39k","Level 6","Age19-35","Married","England","Male",0.516744416207835,0
"20 or above","Level 5 100k or above","Level 5","Age36-45","Married","England","Female",0.723430559097265,0
"20 or above","Level 3 40~59k","Level 3","Age36-45","Married","England","Female",0,0
"17-19","Level 4 60~99k","Level 6","Age66-85","Married","England","Female",0.740925869885835,0
"16 or under","Level 4 60~99k","Level 3","Age46-65","Married","Scotland","Male",0.963555670446193,1
"16 or under","Level 1 0~19k","Level 6","Age46-65","Single","Scotland","Female",0.0500994203985665,1
"17-19","Level 3 40~59k","Level 3","Age46-65","Married","England","Male",0.401227492181833,0
"16 or under","Level 2 20~39k","Level 3","Age46-65","Married","England","Female",0,0
"20 or above","Level 1 0~19k","Level 5","Age66-85","Married","England","Male",0.2715964831125,0
"20 or above","Level 4 60~99k","Level 8","Age66-85","Married","Wales","Male",0.282791769218687,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",1.31725271945633,1
"20 or above","Level 2 20~39k","Level 5","AgeOver85","Single","Scotland","Female",0.111025501641718,0
"20 or above","Level 4 60~99k","Level 7","Age36-45","Married","Scotland","Female",0,0
"16 or under","Level 3 40~59k","Level 3","Age46-65","Married","England","Male",0,0
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","England","Female",0.122273277711859,0
"20 or above","Level 3 40~59k","Level 8","Age46-65","Married","Wales","Male",-0.0697838984257576,0
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","England","Female",0.506812906472833,1
"20 or above","Level 4 60~99k","Level 7","AgeOver85","Married","England","Male",0.197448013482702,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.28835323311725,1
"20 or above","Level 4 60~99k","Level 4","Age46-65","Married","England","Male",0,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",0.272663409722667,1
"16 or under","Level 1 0~19k","Level 6","AgeOver85","Single","England","Female",1.8278524986295,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Female",-0.151296685327065,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","Scotland","Female",0.465918648065674,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","Wales","Male",0.0508379351363635,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.12509145,0
"17-19","Level 1 0~19k","Level 5","Age36-45","Single","Scotland","Male",0,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","Scotland","Male",0.320173237931349,1
"16 or under","Level 2 20~39k","Level 2","Age66-85","Single","Wales","Female",0.327161067522222,0
"20 or above","Level 3 40~59k","Level 5","Age66-85","Married","Scotland","Male",0,0
"16 or under","Level 3 40~59k","Level 4","Age46-65","Married","England","Male",0,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.839863081238415,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Single","Scotland","Female",0.415737283750506,1
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","Scotland","Male",0.223794501721598,0
"20 or above","Level 4 60~99k","Level 2","Age46-65","Married","England","Male",0,0
"16 or under","Level 1 0~19k","Level 2","Age36-45","Single","England","Female",1.90438332504117,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","England","Female",0.676862873215667,0
"20 or above","Level 1 0~19k","Level 5","AgeOver85","Single","Scotland","Female",0,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Single","England","Male",0.5463165320725,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",0.537294766191165,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","Scotland","Male",0.400493157435197,1
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",0.996397166562977,1
"17-19","Level 4 60~99k","Level 4","Age46-65","Married","England","Male",0.29545987613126,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Married","Scotland","Female",0,0
"17-19","Level 2 20~39k","Level 5","Age19-35","Married","England","Male",0.814357303406919,1
"20 or above","Level 1 0~19k","Level 6","Age36-45","Single","Scotland","Male",0.231712245738435,1
"16 or under","Level 3 40~59k","Level 7","Age66-85","Married","England","Female",0.172500262155083,0
"17-19","Level 3 40~59k","Level 2","Age36-45","Married","England","Female",1.30978149654217,1
"20 or above","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0,1
"16 or under","Level 2 20~39k","Level 5","Age36-45","Single","England","Female",0.868484396950333,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0,0
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","Wales","Male",0.0859185458116162,0
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Male",0.193026886096917,1
"16 or under","Level 2 20~39k","Level 6","AgeOver85","Married","England","Female",-0.6163307702895,0
"20 or above","Level 2 20~39k","Level 2","Age46-65","Married","England","Female",0.2522987,1
"16 or under","Level 1 0~19k","Level 3","Age66-85","Married","England","Male",2.066660448951,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Single","Scotland","Male",0,0
"17-19","Level 1 0~19k","Level 7","Age66-85","Single","England","Male",1.65818430326383,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Single","England","Female",0.552389459865833,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.260077309699083,0
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","Wales","Male",0.236337273410101,1
"20 or above","Level 4 60~99k","Level 8","Age46-65","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Female",2.956696035349,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","England","Male",0.527503926362295,1
"16 or under","Level 1 0~19k","Level 6","Age46-65","Married","England","Male",0.40133266117875,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.0456292978508615,0
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","England","Male",0,0
"20 or above","Level 3 40~59k","Level 7","Age36-45","Married","England","Male",0.362397597359,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",0.234456004395666,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.307342835161976,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",2.28636878415408,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.0903599646397875,0
"20 or above","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",1.304786020909,1
"17-19","Level 2 20~39k","Level 8","Age66-85","Single","Scotland","Female",0.52010695197016,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","Scotland","Female",0,0
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","Wales","Male",0,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","Scotland","Female",0.7564924503414,0
"17-19","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",2.19116656530567,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0,0
"20 or above","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",-0.799159506088788,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.5786696410075,1
"20 or above","Level 1 0~19k","Level 4","Age46-65","Married","Wales","Female",0.0357341951136363,1
"20 or above","Level 3 40~59k","Level 7","Age36-45","Married","Wales","Male",0,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Single","Scotland","Male",0.134608249162759,0
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.139866577747167,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0.20074295024175,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Married","England","Female",0.295691162039,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Female",0.3682841854125,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",1.0444618864575,1
"20 or above","Level 4 60~99k","Level 6","Age66-85","Married","England","Male",0.264009729583834,0
"16 or under","Level 1 0~19k","Level 1","Age46-65","Married","England","Female",0.430875779153167,1
"16 or under","Level 1 0~19k","Level 7","Age66-85","Single","England","Male",1.36506645067567,1
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Female",0,0
"20 or above","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",0,0
"17-19","Level 3 40~59k","Level 5","Age46-65","Single","England","Female",0.881828798125333,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","Wales","Female",0.56865632970101,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",0,0
"20 or above","Level 1 0~19k","Level 6","Age66-85","Single","England","Male",0,0
"17-19","Level 2 20~39k","Level 7","Age46-65","Married","England","Female",1.41015933931833,1
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Single","England","Male",0,0
"16 or under","Level 3 40~59k","Level 4","Age46-65","Married","Scotland","Male",0,0
"20 or above","Level 4 60~99k","Level 7","Age66-85","Married","England","Male",-0.211909672588834,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.277372333004509,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Single","England","Male",0.599530837098665,1
"16 or under","Level 3 40~59k","Level 6","Age66-85","Married","England","Male",0.169433855156447,1
"20 or above","Level 2 20~39k","Level 5","Age66-85","Married","Scotland","Male",0.065652386785818,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",1.34737883252233,1
"16 or under","Level 3 40~59k","Level 3","Age46-65","Single","Wales","Female",0.0409701953497475,0
"20 or above","Level 2 20~39k","Level 8","Age36-45","Married","Wales","Male",0.0760366,1
"17-19","Level 1 0~19k","Level 4","Age66-85","Married","England","Female",1.81724536593833,1
"17-19","Level 4 60~99k","Level 2","Age46-65","Married","Scotland","Male",0,0
"20 or above","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",0.264009729583834,1
"17-19","Level 2 20~39k","Level 5","AgeOver85","Single","Wales","Male",0.420132112590909,1
"17-19","Level 1 0~19k","Level 1","Age46-65","Married","England","Male",0.224783907728916,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",1.1012549668015,1
"17-19","Level 5 100k or above","Level 7","Age46-65","Married","England","Male",0.425815071726333,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","Wales","Female",0.171464558538637,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.488327804900833,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Married","Wales","Female",-1.30804227692424,1
"20 or above","Level 5 100k or above","Level 6","Age36-45","Married","England","Female",0,0
"17-19","Level 4 60~99k","Level 4","Age46-65","Married","England","Female",0.208883581121595,0
"17-19","Level 1 0~19k","Level 3","Age36-45","Single","England","Female",0,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Married","England","Male",2.057164900238,1
"17-19","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.393185152348173,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.502349409074333,1
"20 or above","Level 2 20~39k","Level 8","Age66-85","Married","England","Male",1.35214723453717,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","Scotland","Male",1.33008667881767,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Single","England","Female",0.64534169588875,0
"20 or above","Level 1 0~19k","Level 2","AgeOver85","Single","Scotland","Male",0,0
"20 or above","Level 3 40~59k","Level 7","Age66-85","Single","England","Male",0.5767064662345,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Single","Scotland","Female",-0.147093278924844,0
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",1.58294069717467,1
"20 or above","Level 1 0~19k","Level 7","Age46-65","Single","England","Female",0,0
"17-19","Level 2 20~39k","Level 3","Age46-65","Married","Scotland","Male",0,0
"16 or under","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",0.339669651421333,1
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",0,0
"20 or above","Level 2 20~39k","Level 7","AgeOver85","Single","England","Male",0,0
"20 or above","Level 2 20~39k","Level 2","Age46-65","Married","England","Male",0.4762640824795,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.0981002804138921,1
"16 or under","Level 1 0~19k","Level 4","Age66-85","Married","England","Male",0.957738717503167,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.260477213453333,0
"17-19","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0.575478297877,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",0.44399644305981,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Married","England","Male",1.09886087298691,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0.744876364075667,1
"20 or above","Level 1 0~19k","Level 2","AgeOver85","Single","England","Female",0,0
"20 or above","Level 5 100k or above","Level 7","Age36-45","Married","England","Male",0,1
"20 or above","Level 5 100k or above","Level 7","Age46-65","Married","Wales","Female",0,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",1.43071808070567,1
"16 or under","Level 1 0~19k","Level 4","Age46-65","Married","Scotland","Male",0.119427457229872,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",2.13520022215033,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",0,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.601449301271,1
"20 or above","Level 4 60~99k","Level 7","AgeOver85","Single","England","Female",0,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",3.018438418037,1
"20 or above","Level 3 40~59k","Level 5","Age46-65","Married","England","Male",0.362249264533333,1
"20 or above","Level 1 0~19k","Level 5","Age36-45","Single","England","Female",0,0
"16 or under","Level 3 40~59k","Level 1","Age46-65","Married","Scotland","Male",0.112540023876314,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.971449377572333,1
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Single","England","Male",0.498634693253667,0
"16 or under","Level 3 40~59k","Level 3","Age66-85","Married","England","Male",0.17673105,1
"17-19","Level 2 20~39k","Level 5","AgeOver85","Single","England","Female",0,1
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","Scotland","Male",-0.091208856879162,0
"16 or under","Level 1 0~19k","Level 2","Age36-45","Single","Scotland","Male",0,0
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Male",0.8381835149905,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Married","England","Female",0.756097016558333,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",0.695371109220667,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",4.60603371304417,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","Scotland","Male",0.14057008515437,0
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","Wales","Female",0.371364410735354,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",0.4842403,1
"16 or under","Level 2 20~39k","Level 5","Age36-45","Married","England","Female",0.623741352260678,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",1.49601023053767,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","Wales","Male",-0.323450729182323,1
"20 or above","Level 3 40~59k","Level 2","AgeOver85","Single","England","Male",-0.197448013482702,1
"16 or under","Level 2 20~39k","Level 6","AgeOver85","Married","England","Female",0.777596312624833,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","England","Male",0.810672531684167,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",1.83460840516567,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",2.38593340043217,1
"17-19","Level 3 40~59k","Level 7","Age46-65","Married","Scotland","Male",0,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",0.6001878,1
"17-19","Level 3 40~59k","Level 7","Age46-65","Single","England","Female",-0.445569795812943,0
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Married","England","Female",0,0
"16 or under","Level 2 20~39k","Level 2","Age36-45","Single","England","Female",0.863374138379667,0
"20 or above","Level 2 20~39k","Level 7","Age19-35","Single","England","Female",0,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","Wales","Female",0,0
"17-19","Level 1 0~19k","Level 4","Age66-85","Single","England","Female",0.597815147604305,1
"20 or above","Level 2 20~39k","Level 3","Age46-65","Single","England","Male",0.38287688233725,0
"20 or above","Level 5 100k or above","Level 8","Age46-65","Single","England","Male",0,0
"17-19","Level 3 40~59k","Level 5","AgeOver85","Married","Wales","Female",0,0
"17-19","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",0,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",0.331667272959167,1
"20 or above","Level 3 40~59k","Level 5","Age46-65","Single","England","Female",0.171347173634583,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",0,0
"17-19","Level 1 0~19k","Level 7","Age46-65","Single","England","Male",0.594538662616045,1
"16 or under","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",0,0
"16 or under","Level 2 20~39k","Level 8","Age46-65","Married","Wales","Female",0,0
"20 or above","Level 3 40~59k","Level 5","Age66-85","Married","England","Female",0,0
"20 or above","Level 3 40~59k","Level 4","Age66-85","Married","Scotland","Male",-0.02912716,0
"17-19","Level 3 40~59k","Level 5","Age36-45","Married","England","Male",0,0
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",0,0
"20 or above","Level 4 60~99k","Level 4","Age46-65","Married","Scotland","Male",0,0
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",-0.943976466511167,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Male",0.279162141987167,1
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","England","Female",1.21648441386033,0
"17-19","Level 3 40~59k","Level 6","Age36-45","Married","Scotland","Female",0.528012300778238,0
"20 or above","Level 2 20~39k","Level 5","Age36-45","Single","Wales","Female",-0.355730598735354,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.991968161794166,1
"20 or above","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",0.470268625153833,1
"20 or above","Level 3 40~59k","Level 8","Age66-85","Married","England","Male",0.5767064662345,1
"16 or under","Level 3 40~59k","Level 5","Age46-65","Married","England","Female",0,0
"17-19","Level 1 0~19k","Level 4","Age46-65","Single","Scotland","Female",0.29945525533134,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Female",0.515379067268333,0
"17-19","Level 1 0~19k","Level 6","Age36-45","Married","Wales","Female",0.163315366576263,1
"20 or above","Level 4 60~99k","Level 7","Age66-85","Married","Scotland","Female",0,0
"16 or under","Level 2 20~39k","Level 7","Age36-45","Single","England","Male",0,0
"20 or above","Level 3 40~59k","Level 5","Age36-45","Single","Wales","Male",0,0
"17-19","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0,0
"17-19","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",0.287616171574595,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","England","Female",0,0
"17-19","Level 3 40~59k","Level 7","Age36-45","Married","England","Female",1.35839907197337,1
"17-19","Level 1 0~19k","Level 1","Age46-65","Married","Scotland","Female",0.0886026111819932,1
"17-19","Level 2 20~39k","Level 6","Age36-45","Single","England","Male",-0.447916296066371,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.0883389812838512,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",0.433472999735122,0
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",0.607476103891175,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",2.73505024310327,1
"17-19","Level 2 20~39k","Level 2","AgeOver85","Single","England","Female",-0.024055552721456,0
"17-19","Level 1 0~19k","Level 1","Age46-65","Married","England","Female",1.11767659671974,1
"16 or under","Level 2 20~39k","Level 3","Age46-65","Married","Wales","Male",0.931329264873256,1
"17-19","Level 4 60~99k","Level 6","Age46-65","Married","England","Female",0.522358666815912,0
"20 or above","Level 5 100k or above","Level 6","Age46-65","Married","England","Female",-0.496227180724857,0
"20 or above","Level 2 20~39k","Level 5","Age46-65","Single","England","Male",0.148220508725679,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","England","Female",0.387913935410389,1
"16 or under","Level 4 60~99k","Level 6","Age46-65","Married","England","Male",1.90934591401829,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Male",-0.105748260183615,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Female",0,1
"20 or above","Level 3 40~59k","Level 5","Age46-65","Married","England","Male",0.343779845512416,1
"16 or under","Level 3 40~59k","Level 1","Age46-65","Married","Scotland","Male",0.97176000910447,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Male",0.199408679314325,1
"16 or under","Level 2 20~39k","Level 5","Age66-85","Single","England","Male",0.233923777693936,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Married","England","Male",1.9032105424227,1
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",-0.202802209668328,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Married","Scotland","Female",-0.129868983034357,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Female",-0.0247419691555458,0
"17-19","Level 4 60~99k","Level 5","Age36-45","Married","Scotland","Female",1.63468727488851,1
"20 or above","Level 5 100k or above","Level 7","Age46-65","Married","England","Male",-0.0637125088772844,0
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",1.11522515781378,1
"20 or above","Level 3 40~59k","Level 7","Age46-65","Single","England","Male",-1.18185180585722,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",0.0399322505939682,1
"17-19","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",0.0280992148660903,0
"17-19","Level 4 60~99k","Level 5","AgeOver85","Single","England","Female",1.22389047201685,0
"20 or above","Level 3 40~59k","Level 6","Age36-45","Married","Scotland","Male",-0.45798991133158,0
"17-19","Level 1 0~19k","Level 1","Age66-85","Single","England","Female",0.381822895433934,1
"20 or above","Level 2 20~39k","Level 4","Age46-65","Single","Scotland","Male",-0.0385748878131761,0
"20 or above","Level 2 20~39k","Level 4","Age66-85","Single","England","Female",-0.180919437278666,0
"20 or above","Level 2 20~39k","Level 2","Age66-85","Married","England","Female",1.38153347889474,1
"16 or under","Level 3 40~59k","Level 6","Age46-65","Single","Scotland","Female",1.50442453274555,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.1321296,1
"20 or above","Level 4 60~99k","Level 6","Age66-85","Married","Scotland","Male",-0.129094449374599,0
"16 or under","Level 4 60~99k","Level 5","Age46-65","Married","England","Female",0.392001089000889,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Single","England","Female",-0.100479673989296,1
"16 or under","Level 1 0~19k","Level 2","AgeOver85","Single","England","Female",-0.127347181680554,0
"20 or above","Level 2 20~39k","Level 4","AgeOver85","Single","Scotland","Female",-0.150595721094246,0
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","Wales","Male",0.565574436107475,1
"20 or above","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",0.0756032977014808,0
